building_id,city,area,community,complex,building
2253,dubai,downtown dubai,w residences,,st. regis residences
2254,abu dhabi,al reem island,w residences,,sea view tower
2255,abu dhabi,al reem island,w residences,,omega tower
2256,abu dhabi,al reem island,w residences,,boardwalk residence
2257,abu dhabi,al reem island,w residences,,al qurm view
2258,sharjah,al mamzar,w residences,,bazza building
2259,sharjah,al mamzar,w residences,,ewan 2
2260,sharjah,al mamzar,w residences,,al saqer tower
2261,sharjah,al mamzar,w residences,,qasr al saadah tower
2262,sharjah,al mamzar,w residences,,manazil tower 3
2263,sharjah,al mamzar,w residences,,lagoon tower sharjah
2264,dubai,downtown dubai,w residences,,burj crown
2265,dubai,downtown dubai,w residences,,mon reve
2266,dubai,downtown dubai,w residences,,elegance tower
2267,dubai,business bay,w residences,,executive towers
2268,dubai,business bay,w residences,,hamilton residency
2269,dubai,business bay,w residences,,damac tower a
2270,sharjah,al nahda,w residences,,sahara towers
2271,dubai,downtown dubai,w residences,,opera grand
2272,dubai,downtown dubai,w residences,,blvd heights
2273,sharjah,al nahda,w residences,,dulf tower
2274,dubai,downtown dubai,w residences,,elite 1 downtown residence
2275,dubai,downtown dubai,w residences,,emaar square building 6
2276,dubai,downtown dubai,w residences,,the address blvd sky collection
2277,dubai,downtown dubai,w residences,,standpoint towers
2278,dubai,downtown dubai,w residences,,boulevard crescent
2279,dubai,downtown dubai,w residences,,damac maison dubai mall street
2280,sharjah,bu daniq,w residences,,megamall tower
2281,abu dhabi,saadiyat island,w residences,,soho square
2282,dubai,business bay,w residences,,the binary
2283,dubai,business bay,w residences,,clover bay tower
2284,dubai,business bay,w residences,,millennium central downtown
2285,dubai,business bay,w residences,,b2b tower
2286,dubai,business bay,w residences,,damac maison de ville breeze tower a
2287,dubai,business bay,w residences,,tamani arts offices
2288,dubai,business bay,w residences,,sobha ivory
2289,abu dhabi,zayed sports city,w residences,,rihan heights
2290,abu dhabi,masdar city,w residences,,plaza by reportage
2291,abu dhabi,masdar city,w residences,,leonardo residences
2292,abu dhabi,al maryah island,w residences,,al maryah vista 2
2293,dubai,dubai sports city,w residences,,elite 7 sports residence
2294,dubai,dubai sports city,w residences,,wimbledon tower
2295,dubai,dubai sports city,w residences,,the medalist
2296,dubai,dubai sports city,w residences,,grand horizon
2297,dubai,dubai sports city,w residences,,grand horizon 2
2298,dubai,dubai sports city,w residences,,ice hockey tower
2299,dubai,dubai sports city,w residences,,european building
2300,dubai,dubai sports city,w residences,,olympic park 1
2301,dubai,dubai sports city,w residences,,elite 1 sports residence
2302,dubai,dubai sports city,w residences,,elite sports residence 5
2303,dubai,dubai sports city,w residences,,elite 3 sports residence
2304,dubai,dubai sports city,w residences,,olympic park 2
2305,dubai,dubai sports city,w residences,,olympic park 4
2306,abu dhabi,the marina,w residences,,fairmont marina residences
2307,dubai,al wasl,w residences,,city walk building 13a
2308,dubai,arjan,w residences,,dania building 1
2309,ajman,emirates city,w residences,,paradise lakes tower b6
2310,ajman,ajman downtown,w residences,,horizon tower b
2311,dubai,discovery gardens,w residences,,building 60
2312,dubai,discovery gardens,w residences,,building 79
2313,dubai,discovery gardens,w residences,,building 71
2314,dubai,discovery gardens,w residences,,samana california
2315,dubai,discovery gardens,w residences,,zen cluster
2316,dubai,the greens,w residences,,al arta 2
2317,dubai,the greens,w residences,,al thayyal 1
2318,dubai,the greens,w residences,,al sidir
2319,dubai,the greens,w residences,,al dhafrah 2
2320,dubai,the greens,w residences,,al jaz 3
2321,dubai,the greens,w residences,,al samar 3
2322,dubai,the greens,w residences,,al arta 1
2323,dubai,the greens,w residences,,al jaz 1
2324,dubai,the greens,w residences,,al jaz 4
2325,dubai,the greens,w residences,,al arta 4
2326,dubai,the greens,w residences,,al samar
2327,dubai,the greens,w residences,,al nakheel 3
2328,dubai,the greens,w residences,,the onyx
2329,dubai,the greens,w residences,,al dhafrah 3
2330,dubai,the greens,w residences,,al dhafrah 4
2331,dubai,the greens,w residences,,the onyx tower 2
2332,dubai,the greens,w residences,,al alka 3
2333,dubai,international city,w residences,,cbd-e01
2334,dubai,international city,w residences,,solanki palacio
2335,dubai,international city,w residences,,emirates cluster
2336,dubai,international city,w residences,,d-04 building
2337,dubai,international city,w residences,,berlin group 1
2338,dubai,international city,w residences,,cartel 113
2339,dubai,international city,w residences,,id blu building
2340,dubai,international city,w residences,,t-05
2341,dubai,international city,w residences,,hala residence
2342,dubai,international city,w residences,,park ville 07
2343,dubai,international city,w residences,,n 08
2344,dubai,international city,w residences,,petalz by danube
2345,dubai,international city,w residences,,ritz residence
2346,dubai,international city,w residences,,sas 1 building
2347,dubai,dubai silicon oasis,w residences,,uniestate millennium tower
2348,dubai,international city,w residences,,al jawaher building
2349,dubai,international city,w residences,,france cluster
2350,dubai,dubai silicon oasis,w residences,,coral residence
2351,dubai,international city,w residences,,morocco cluster
2352,dubai,downtown dubai,w residences,,dt1 tower
2353,dubai,international city,w residences,,russia cluster
2354,dubai,international city,w residences,,persia cluster
2355,dubai,international city,w residences,,greece cluster
2356,dubai,international city,w residences,,bnh smart tower
2357,dubai,international city,w residences,,sheffield classic apartments
2358,dubai,international city,w residences,,england cluster
2359,dubai,international city,w residences,,china cluster
2360,dubai,business bay,w residences,,sobha ivory ii
2361,dubai,business bay,w residences,,executive tower m
2362,dubai,business bay,w residences,,empire heights 1
2363,dubai,culture village,w residences,,iris amber
2364,dubai,culture village,w residences,,dubai wharf tower 3
2365,dubai,culture village,w residences,,d1 tower
2366,dubai,culture village,w residences,,art bay
2367,dubai,culture village,w residences,,dubai wharf tower 2
2368,dubai,culture village,w residences,,dubai wharf
2369,dubai,culture village,w residences,,riah towers
2370,dubai,jumeirah village circle (jvc),w residences,,sandhurst house
2371,dubai,international city,w residences,,riviera residence
2372,dubai,international city,w residences,,ginco building
2373,dubai,international city,w residences,,al helal al zahaby building
2374,dubai,international city,w residences,,al jumaa residence
2375,dubai,international city,w residences,,mosa building
2376,dubai,international city,w residences,,trafalgar tower
2377,dubai,international city,w residences,,cbd 6 best homes
2378,dubai,international city,w residences,,emirates cluster
2379,dubai,international city,w residences,,modelux tower 1
2380,dubai,international city,w residences,,prime residence 2
2381,dubai,international city,w residences,,trafalgar central
2382,dubai,international city,w residences,,cbd-e06
2383,dubai,international city,w residences,,easy 18
2384,dubai,international city,w residences,,hds sunstar 1
2385,dubai,jumeirah village circle (jvc),w residences,,crystal palace
2386,dubai,jumeirah village circle (jvc),w residences,,continents tower
2387,dubai,jumeirah village circle (jvc),w residences,,condor castle
2388,dubai,palm jumeirah,w residences,,marina residence 2
2389,dubai,palm jumeirah,w residences,,al khudrawi shoreline apartments
2390,dubai,palm jumeirah,w residences,,al basri shoreline apartments
2391,dubai,palm jumeirah,w residences,,muraba residences
2392,dubai,palm jumeirah,w residences,,palm views
2393,dubai,international city,w residences,,dragon view
2394,dubai,palm jumeirah,w residences,,palm beach towers
2395,dubai,palm jumeirah,w residences,,al das
2396,dubai,palm jumeirah,w residences,,serenia residences the palm
2397,dubai,palm jumeirah,w residences,,dukes the palm
2398,dubai,palm jumeirah,w residences,,fairmont south residence
2399,dubai,palm jumeirah,w residences,,the fairmont palm residences
2400,dubai,culture village,w residences,,wadi tower
2401,dubai,muhaisnah,w residences,,qamar 8
2402,dubai,muhaisnah,w residences,,al jabri building
2403,dubai,muhaisnah,w residences,,hessa building
2404,dubai,downtown jebel ali,w residences,,alexis tower
2405,dubai,dubai industrial park,w residences,,al sondos residences 1
2406,dubai,remraam,w residences,,al ramth 45
2407,dubai,remraam,w residences,,al ramth 43
2408,dubai,remraam,w residences,,al ramth 10
2409,dubai,remraam,w residences,,al ramth 59
2410,sharjah,abu shagara,w residences,,sama 2
2411,sharjah,abu shagara,w residences,,dar al aman building
2412,sharjah,abu shagara,w residences,,abdullah al dousery building
2413,sharjah,abu shagara,w residences,,al raqma 2
2414,sharjah,abu shagara,w residences,,bavaria building
2415,sharjah,abu shagara,w residences,,saleh bin saleh al hamadi
2416,sharjah,abu shagara,w residences,,sadeek fateh ali abd alkhaja building
2417,sharjah,abu shagara,w residences,,al sharif building
2418,sharjah,abu shagara,w residences,,al bahya tower
2419,sharjah,abu shagara,w residences,,al sadek 1
2420,sharjah,abu shagara,w residences,,solanki building
2421,dubai,dubai marina,w residences,,al marsa tower
2422,sharjah,abu shagara,w residences,,rashid bin saqar building
2423,sharjah,abu shagara,w residences,,al marwa 2 building
2424,dubai,dubai marina,w residences,,grosvenor house
2425,sharjah,abu shagara,w residences,,al ojan building
2426,sharjah,abu shagara,w residences,,sbs b1 building
2427,sharjah,abu shagara,w residences,,al nayli building
2428,dubai,dubai media city,w residences,,cavalli tower
2429,dubai,dubai marina,w residences,,radisson blu residence
2430,dubai,dubai marina,w residences,,al seef tower
2431,sharjah,al khan,w residences,,al wesba
2432,sharjah,al khan,w residences,,saeed salem building
2433,sharjah,al khan,w residences,,aqroobi building
2434,sharjah,al khan,w residences,,al khazna building
2435,sharjah,al khan,w residences,,al khan 5 tower
2436,sharjah,al khan,w residences,,al maryum building
2437,sharjah,al khan,w residences,,future tower
2438,sharjah,al khan,w residences,,style tower
2439,sharjah,al khan,w residences,,united arab bank tower
2440,sharjah,al khan,w residences,,al raees building
2441,sharjah,al khan,w residences,,time ruby hotel apartments
2442,sharjah,al khan,w residences,,ritz tower
2443,sharjah,al khan,w residences,,emirates palace hotel suites
2444,sharjah,al khan,w residences,,pearl tower
2445,sharjah,al khan,w residences,,al khan palace
2446,sharjah,al khan,w residences,,al khan building
2447,sharjah,al khan,w residences,,khalid al swadi building
2448,sharjah,al khan,w residences,,al wazan
2449,sharjah,al khan,w residences,,al seer tower
2450,sharjah,al khan,w residences,,al nahrain
2451,sharjah,al khan,w residences,,aryana hotel
2452,sharjah,al khan,w residences,,tanafa building
2453,sharjah,al khan,w residences,,happy home building
2454,sharjah,al khan,w residences,,al mawja tower
2455,sharjah,al khan,w residences,,al raha tower
2456,dubai,dubai marina,w residences,,shemara tower
2457,sharjah,al khan,w residences,,al saadah tower
2458,sharjah,al khan,w residences,,al ghazal tower
2459,dubai,dubai marina,w residences,,la riviera tower
2460,dubai,dubai marina,w residences,,dream towers
2461,sharjah,al khan,w residences,,al hilal tower
2462,sharjah,al khan,w residences,,al thuriah tower sharjah
2463,sharjah,al khan,w residences,,sharjah 555 tower
2464,sharjah,al khan,w residences,,suha tower
2465,sharjah,al khan,w residences,,al hafeet tower
2466,sharjah,al khan,w residences,,tiger 4 tower
2467,sharjah,al majaz,w residences,,burj al owais building
2468,sharjah,al majaz,w residences,,al mawarid tower
2469,sharjah,al majaz,w residences,,dafco building
2470,sharjah,al majaz,w residences,,corniche plaza
2471,dubai,dubai marina,w residences,,royal oceanic tower
2472,sharjah,al majaz,w residences,,sarab tower
2473,sharjah,al majaz,w residences,,watan building
2474,sharjah,al majaz,w residences,,arwani tower
2475,sharjah,al majaz,w residences,,kaloti building
2476,sharjah,al majaz,w residences,,sidrah building
2477,dubai,dubai marina,w residences,,damac the waves
2478,sharjah,al majaz,w residences,,burj muscat building
2479,dubai,dubai marina,w residences,,cascades tower
2480,dubai,dubai marina,w residences,,al zarooni building
2481,dubai,dubai marina,w residences,,horizon tower
2482,sharjah,al majaz,w residences,,khaleed foulathi tower
2483,sharjah,al majaz,w residences,,wathqi tower
2484,sharjah,al majaz,w residences,,saleem jalad tower
2485,sharjah,al majaz,w residences,,buhaira oasis
2486,sharjah,al majaz,w residences,,garden tower
2487,sharjah,al majaz,w residences,,shihab tower
2488,sharjah,al majaz,w residences,,al khan residence
2489,sharjah,al majaz,w residences,,mubarak building
2490,sharjah,al majaz,w residences,,safia tower
2491,sharjah,al majaz,w residences,,bul bul tower
2492,sharjah,al majaz,w residences,,bin kamil building
2493,sharjah,al majaz,w residences,,faraj mohammed and faraj sons building
2494,sharjah,al majaz,w residences,,tuba building
2495,sharjah,al majaz,w residences,,al majaz gardens
2496,sharjah,al majaz,w residences,,samar tower
2497,sharjah,al majaz,w residences,,al buhaira hotel apartments
2498,sharjah,al majaz,w residences,,jawar ali
2499,sharjah,al majaz,w residences,,al jazeera building
2500,sharjah,al majaz,w residences,,al yasat tower
2501,sharjah,al majaz,w residences,,salem faiq ibrahim
2502,sharjah,al majaz,w residences,,al faraj
2503,sharjah,al majaz,w residences,,salem tower
2504,sharjah,al majaz,w residences,,qasr al amal
2505,sharjah,al majaz,w residences,,al midfa
2506,dubai,jbr,w residences,,murjan 3
2507,sharjah,al majaz,w residences,,khalid tower
2508,dubai,jbr,w residences,,sadaf 5
2509,sharjah,al majaz,w residences,,al diqah
2510,sharjah,al majaz,w residences,,al batha tower
2511,dubai,jbr,w residences,,roda amwaj suites
2512,sharjah,al majaz,w residences,,sarah al emarat tower
2513,dubai,jbr,w residences,,rimal 3
2514,sharjah,al majaz,w residences,,al qasba plaza building
2515,dubai,jbr,w residences,,rimal
2516,dubai,jbr,w residences,,sadaf 8
2517,sharjah,al majaz,w residences,,al kaitoob building
2518,dubai,jbr,w residences,,murjan 5
2519,sharjah,al majaz,w residences,,salem tower
2520,sharjah,al majaz,w residences,,al ansari tower
2521,sharjah,al majaz,w residences,,copthorne hotel sharjah
2522,dubai,jbr,w residences,,bahar 4
2523,sharjah,al majaz,w residences,,babel tower
2524,dubai,jbr,w residences,,bahar 6
2525,sharjah,al majaz,w residences,,ibtikar 1
2526,dubai,jbr,w residences,,amwaj 4
2527,sharjah,al majaz,w residences,,toufeeq building
2528,sharjah,al majaz,w residences,,fuji film building
2529,sharjah,al majaz,w residences,,the first tower
2530,dubai,jbr,w residences,,shams 1
2531,sharjah,al majaz,w residences,,kuwait finance building
2532,sharjah,al majaz,w residences,,al manazeel al arabi
2533,sharjah,al majaz,w residences,,shaheen tower
2534,sharjah,al majaz,w residences,,alfa centre building
2535,sharjah,al majaz,w residences,,lake tower
2536,dubai,jbr,w residences,,murjan 2
2537,sharjah,al majaz,w residences,,al majaz premiere hotel apartments
2538,sharjah,al majaz,w residences,,thuria al majaz
2539,sharjah,al majaz,w residences,,al sheera hotel apartment
2540,dubai,jbr,w residences,,sadaf 6
2541,dubai,jbr,w residences,,rimal 4
2542,sharjah,al qasimia,w residences,,kuwaiti building
2543,dubai,jbr,w residences,,rimal 6
2544,dubai,jbr,w residences,,the address residences jumeirah resort and spa
2545,dubai,jbr,w residences,,bahar 5
2546,dubai,jbr,w residences,,murjan 6
2547,dubai,jbr,w residences,,rimal 5
2548,dubai,jbr,w residences,,sadaf 2
2549,dubai,jbr,w residences,,al fattan marine towers
2550,sharjah,al majaz,w residences,,lamya tower
2551,dubai,jbr,w residences,,sadaf 4
2552,dubai,jbr,w residences,,sadaf 7
2553,sharjah,al majaz,w residences,,al hijaj building
2554,dubai,jbr,w residences,,sadaf 1
2555,dubai,jbr,w residences,,bahar
2556,sharjah,al majaz,w residences,,yasmeen tower
2557,dubai,jbr,w residences,,shams 2
2558,sharjah,al majaz,w residences,,abdul aziz mohammed al majid tower
2559,sharjah,al majaz,w residences,,golden tower
2560,dubai,jbr,w residences,,al bateen towers
2561,sharjah,al majaz,w residences,,al buhairah insurance building
2562,dubai,jbr,w residences,,rimal 2
2563,sharjah,al majaz,w residences,,zahraa tower
2564,dubai,jbr,w residences,,murjan 1
2565,sharjah,al majaz,w residences,,yasmeen tower
2566,dubai,jbr,w residences,,murjan 4
2567,sharjah,al majaz,w residences,,ghalayini building
2568,sharjah,al majaz,w residences,,al nakheel tower
2569,dubai,jbr,w residences,,shams 4
2570,sharjah,al majaz,w residences,,wazeer building
2571,dubai,jbr,w residences,,shams
2572,sharjah,al majaz,w residences,,burj al awael
2573,dubai,jbr,w residences,,bahar 2
2574,dubai,jbr,w residences,,suha hotel apartments
2575,sharjah,al majaz,w residences,,eagle tower apartments
2576,sharjah,al majaz,w residences,,buhamra tower
2577,dubai,jumeirah lake towers (jlt),w residences,,fancy rose apartments
2578,sharjah,al majaz,w residences,,abdullah sultan building
2579,dubai,jumeirah lake towers (jlt),w residences,,gold tower
2580,dubai,jumeirah lake towers (jlt),w residences,,reef tower
2581,sharjah,al majaz,w residences,,riviera building
2582,dubai,jumeirah lake towers (jlt),w residences,,jumeirah business centre 2
2583,dubai,jumeirah lake towers (jlt),w residences,,hds business centre
2584,dubai,jumeirah lake towers (jlt),w residences,,almas tower
2585,sharjah,al majaz,w residences,,al bassam tower
2586,dubai,jumeirah lake towers (jlt),w residences,,the dome tower
2587,dubai,jumeirah lake towers (jlt),w residences,,mazaya business avenue bb1
2588,dubai,jumeirah lake towers (jlt),w residences,,hds tower
2589,dubai,jumeirah lake towers (jlt),w residences,,fortune executive tower
2590,dubai,jumeirah lake towers (jlt),w residences,,mazaya business avenue bb-2
2591,sharjah,al majaz,w residences,,emirates sail tower
2592,dubai,jumeirah lake towers (jlt),w residences,,jumeirah business centre 3
2593,sharjah,al majaz,w residences,,crystal plaza
2594,sharjah,al majaz,w residences,,tariq tower
2595,sharjah,al majaz,w residences,,khalid plaza
2596,dubai,jumeirah lake towers (jlt),w residences,,tiffany tower
2597,sharjah,al majaz,w residences,,al majaz tower
2598,dubai,jumeirah lake towers (jlt),w residences,,jumeirah business centre 5
2599,sharjah,al majaz,w residences,,al fardan center
2600,sharjah,al majaz,w residences,,al afrah building
2601,dubai,jumeirah lake towers (jlt),w residences,,mazaya business avenue aa1
2602,sharjah,al majaz,w residences,,sayegh tower
2603,sharjah,al majaz,w residences,,pearl tower
2604,sharjah,al majaz,w residences,,maisloon building
2605,sharjah,al majaz,w residences,,al kaloti tower
2606,sharjah,al majaz,w residences,,al salam residence
2607,sharjah,al majaz,w residences,,belhasa tower
2608,sharjah,al majaz,w residences,,saleh bin lahej building
2609,sharjah,al majaz,w residences,,east tower
2610,sharjah,al majaz,w residences,,kakooli tower
2611,dubai,jumeirah lake towers (jlt),w residences,,platinum tower
2612,sharjah,al majaz,w residences,,al fahad towers
2613,sharjah,al majaz,w residences,,atlas tower
2614,sharjah,al majaz,w residences,,al shamsi building
2615,sharjah,al majaz,w residences,,bin dhaen tower
2616,sharjah,al majaz,w residences,,mabrooka towers
2617,sharjah,al ghuwair,w residences,,damas 14
2618,dubai,jumeirah lake towers (jlt),w residences,,mohammed ibrahim tower (j2 tower)
2619,sharjah,al majaz,w residences,,al yousuf tower
2620,dubai,jumeirah lake towers (jlt),w residences,,one lake plaza
2621,dubai,jumeirah lake towers (jlt),w residences,,armada tower 1
2622,dubai,jumeirah lake towers (jlt),w residences,,mazaya business avenue
2623,dubai,jumeirah lake towers (jlt),w residences,,oaks liwa heights
2624,dubai,jumeirah lake towers (jlt),w residences,,armada tower 2
2625,dubai,jumeirah lake towers (jlt),w residences,,armada tower 3
2626,dubai,jumeirah lake towers (jlt),w residences,,sobha verde
2627,dubai,jumeirah lake towers (jlt),w residences,,armada tower
2628,dubai,downtown dubai,w residences,,miska 4
2629,dubai,downtown dubai,w residences,,miska 2
2630,dubai,downtown dubai,w residences,,yansoon 6
2631,dubai,downtown dubai,w residences,,miska 5
2632,dubai,downtown dubai,w residences,,miska 3
2633,dubai,downtown dubai,w residences,,reehan 5
2634,dubai,downtown dubai,w residences,,yansoon 4
2635,dubai,downtown dubai,w residences,,kamoon 1
2636,sharjah,al nahda,w residences,,royal grand hotel
2637,sharjah,al nahda,w residences,,mohammed al mulla tower
2638,sharjah,al nahda,w residences,,bawadi building
2639,dubai,downtown dubai,w residences,,kamoon 4
2640,sharjah,al nahda,w residences,,al mansoor tower
2641,sharjah,al nahda,w residences,,corniche madina building
2642,sharjah,al nahda,w residences,,al jabari building
2643,sharjah,al nahda,w residences,,al sadeqha tower
2644,dubai,downtown dubai,w residences,,yansoon 1
2645,sharjah,al nahda,w residences,,noora building
2646,dubai,downtown dubai,w residences,,zaafaran 1
2647,sharjah,al nahda,w residences,,al shoibi tower
2648,dubai,downtown dubai,w residences,,reehan 3
2649,sharjah,al nahda,w residences,,ansar building
2650,sharjah,al nahda,w residences,,pavalion
2651,dubai,downtown dubai,w residences,,yansoon 5
2652,sharjah,al nahda,w residences,,andha lusia building
2653,sharjah,al nahda,w residences,,bin saifan tower
2654,dubai,downtown dubai,w residences,,yansoon 8
2655,sharjah,al nahda,w residences,,damas silver
2656,sharjah,al nahda,w residences,,beynuna tower
2657,sharjah,al nahda,w residences,,al yasminah building
2658,sharjah,al qasimia,w residences,,tariq building
2659,sharjah,al nahda,w residences,,liwan building
2660,dubai,downtown dubai,w residences,,saaha offices block c
2661,dubai,downtown dubai,w residences,,saaha offices block d
2662,sharjah,al nahda,w residences,,al suwaidi building
2663,dubai,downtown dubai,w residences,,saaha offices b
2664,sharjah,al nahda,w residences,,gulf pearl tower
2665,dubai,downtown dubai,w residences,,saaha offices block a
2666,sharjah,al nahda,w residences,,sharjah gate tower
2667,sharjah,al nahda,w residences,,al buhaira towers
2668,sharjah,al nahda,w residences,,emirates tower
2669,sharjah,al nahda,w residences,,abdul aziz mohd majid
2670,sharjah,al nahda,w residences,,al nahda complex towers
2671,sharjah,al nahda,w residences,,aliya tower
2672,dubai,downtown dubai,w residences,,w residences
2673,sharjah,al nahda,w residences,,al roda tower 2
2674,sharjah,al nahda,w residences,,al ameer tower
2675,sharjah,al nahda,w residences,,al kawthar tower
2676,sharjah,al nahda,w residences,,al jawad tower
2677,sharjah,al nahda,w residences,,al baker tower
2678,dubai,downtown dubai,w residences,,rove home
2679,sharjah,al nahda,w residences,,al wazir building
2680,dubai,downtown dubai,w residences,,zanzebeel 2
2681,sharjah,al nahda,w residences,,lulu tower
2682,sharjah,al nahda,w residences,,marco tower
2683,sharjah,al nahda,w residences,,diamond tower 1
2684,dubai,downtown dubai,w residences,,reehan 7
2685,sharjah,al nahda,w residences,,al reef tower 2
2686,dubai,downtown dubai,w residences,,kamoon 3
2687,dubai,downtown dubai,w residences,,yansoon 3
2688,dubai,downtown dubai,w residences,,zaafaran 5
2689,dubai,downtown dubai,w residences,,miska 1
2690,dubai,downtown dubai,w residences,,zaafaran 4
2691,dubai,downtown dubai,w residences,,reehan 8
2692,dubai,downtown dubai,w residences,,kamoon 2
2693,dubai,downtown dubai,w residences,,address boulevard
2694,dubai,downtown dubai,w residences,,the residence tower 3
2695,dubai,downtown dubai,w residences,,29 burj boulevard tower 2
2696,dubai,downtown dubai,w residences,,damac upper crest
2697,sharjah,al ghuwair,w residences,,souq al ghuwair
2698,sharjah,al ghuwair,w residences,,durrat al ghawas
2699,sharjah,al ghuwair,w residences,,al bafta 1
2700,sharjah,al ghuwair,w residences,,rolla tower building
2701,dubai,downtown dubai,w residences,,reehan 1
2702,dubai,downtown dubai,w residences,,reehan 6
2703,sharjah,al khan,w residences,,qasimia university building
2704,sharjah,al khan,w residences,,dalmok tower
2705,sharjah,al khan,w residences,,al morjan building
2706,sharjah,al khan,w residences,,al hazzi building
2707,sharjah,al khan,w residences,,al shamsi tower
2708,sharjah,al khan,w residences,,hidaya building
2709,ajman,al rashidiya,w residences,,zara residence
2710,ajman,al rashidiya,w residences,,crown palace hotel 
2711,ajman,al rashidiya,w residences,,ewan tower hotel apartments
2712,ajman,al rashidiya,w residences,,al eman building
2713,ajman,ajman downtown,w residences,,falcon tower
2714,ajman,ajman downtown,w residences,,al rashidiya towers
2715,ajman,al rashidiya,w residences,,grand residence
2716,sharjah,al khan,w residences,,al ikhlas tower
2717,sharjah,al khan,w residences,,future tower 2
2718,sharjah,al khan,w residences,,future tower 1
2719,sharjah,al khan,w residences,,future tower 3
2720,sharjah,al majaz,w residences,,elite tower
2721,sharjah,al majaz,w residences,,al moona tower
2722,sharjah,al majaz,w residences,,dar al khan
2723,sharjah,al majaz,w residences,,shattaf complex building
2724,sharjah,al majaz,w residences,,al atlal tower
2725,sharjah,al majaz,w residences,,alfa tower
2726,sharjah,al majaz,w residences,,golden gate tower
2727,sharjah,al majaz,w residences,,marco building
2728,sharjah,al majaz,w residences,,bukhatir tower
2729,sharjah,al majaz,w residences,,al basemah tower
2730,sharjah,al majaz,w residences,,canal star tower
2731,abu dhabi,al raha beach,w residences,,al sana 1
2732,abu dhabi,al raha beach,w residences,,al nada 2
2733,sharjah,al majaz,w residences,,al ahliah building
2734,abu dhabi,al reem island,w residences,,the gate tower
2735,abu dhabi,al reem island,w residences,,sky tower
2736,abu dhabi,al reem island,w residences,,sun tower
2737,abu dhabi,al reem island,w residences,,the gate tower 1
2738,abu dhabi,al reem island,w residences,,marina heights 2
2739,abu dhabi,al reem island,w residences,,the gate tower 3
2740,abu dhabi,al reem island,w residences,,the gate tower 2
2741,abu dhabi,al reem island,w residences,,marina bay tower
2742,abu dhabi,al reem island,w residences,,marina heights i
2743,abu dhabi,al reem island,w residences,,marina bay tower 1
2744,abu dhabi,al reem island,w residences,,marina bay tower 2
2745,abu dhabi,al reem island,w residences,,reem diamond
2746,abu dhabi,al reem island,w residences,,parkside residence b
2747,abu dhabi,al reem island,w residences,,al wifaq tower
2748,sharjah,al mamzar,w residences,,qasr al saadah tower
2749,sharjah,al mamzar,w residences,,dalma tower
2750,dubai,business bay,w residences,,majestic tower
2751,dubai,business bay,w residences,,the ritz-carlton residences
2752,dubai,business bay,w residences,,damac canal heights
2753,dubai,dubai sports city,w residences,,stadium point
2754,dubai,dubai sports city,w residences,,royal residence 1
2755,dubai,dubai sports city,w residences,,red residence
2756,dubai,dubai sports city,w residences,,spirit tower
2757,sharjah,al nahda,w residences,,smart tower 2
2758,dubai,town square,w residences,,elaya
2759,sharjah,al musalla,w residences,,dar al musala building
2760,sharjah,al musalla,w residences,,al jeaidi building
2761,sharjah,al musalla,w residences,,al bisher and sons
2762,sharjah,al musalla,w residences,,sajvan building
2763,sharjah,al musalla,w residences,,mostafawi building
2764,sharjah,al musalla,w residences,,al zahra building
2765,sharjah,al nahda,w residences,,al nahda plaza
2766,sharjah,al nahda,w residences,,malak tower
2767,sharjah,al nahda,w residences,,inter mass building
2768,sharjah,al nahda,w residences,,al bawazir building
2769,sharjah,al nahda,w residences,,shiba al nahda
2770,sharjah,al nahda,w residences,,al fajer tower
2771,sharjah,al nahda,w residences,,jamal tower
2772,sharjah,al nahda,w residences,,asswailem tower
2773,sharjah,al nahda,w residences,,al tahiera tower a
2774,sharjah,al nahda,w residences,,manazil tower 4
2775,sharjah,al nahda,w residences,,al naeem tower
2776,sharjah,al nahda,w residences,,al shaiba 291
2777,abu dhabi,capital centre,w residences,,ad one tower
2778,abu dhabi,capital centre,w residences,,capital gate tower (leaning tower)
2779,sharjah,al nahda,w residences,,tami building
2780,sharjah,al nahda,w residences,,al qadesia
2781,sharjah,al nahda,w residences,,al batool tower
2782,sharjah,al nahda,w residences,,lily tower
2783,sharjah,al nahda,w residences,,bm towers
2784,sharjah,al nahda,w residences,,al shaiba 512
2785,sharjah,al nahda,w residences,,r 
2786,sharjah,al nahda,w residences,,al aneeqa tower
2787,sharjah,al nahda,w residences,,al reef tower 1
2788,sharjah,al nahda,w residences,,al kubra tower
2789,sharjah,al nahda,w residences,,damas gold building
2790,sharjah,al nahda,w residences,,samaya tower
2791,sharjah,al nahda,w residences,,zubaidi building
2792,sharjah,al nahda,w residences,,al baraka building
2793,sharjah,al nahda,w residences,,al dafra tower
2794,sharjah,al nahda,w residences,,nasser humaid al shaiba building
2795,sharjah,al nahda,w residences,,jawharat al nahda tower
2796,sharjah,al nahda,w residences,,abdulla shaiba building
2797,sharjah,al nahda,w residences,,white house tower
2798,sharjah,al nahda,w residences,,zahrat al nahda
2799,sharjah,al nahda,w residences,,al ahlam building
2800,sharjah,al nahda,w residences,,yas tower
2801,sharjah,al nahda,w residences,,golden sands tower
2802,sharjah,al nahda,w residences,,faisal towers
2803,sharjah,al nahda,w residences,,al daghaya tower
2804,dubai,downtown dubai,w residences,,vida residence downtown
2805,sharjah,al nahda,w residences,,hafez house
