building_id,city,area,community,complex,building
1749,dubai,business bay,w residences,,bay square building 2
1750,dubai,business bay,w residences,,silver tower
1751,dubai,business bay,w residences,,burlington tower
1752,dubai,business bay,w residences,,vyb
1753,dubai,business bay,w residences,,the edge
1754,dubai,business bay,w residences,,royal regency
1755,dubai,business bay,w residences,,trillionaire residences
1756,dubai,business bay,w residences,,elite business bay residence
1757,dubai,business bay,w residences,,damac maison privé
1758,dubai,business bay,w residences,,regalia
1759,dubai,business bay,w residences,,nobles tower
1760,dubai,business bay,w residences,,one river point
1761,dubai,business bay,w residences,,altitude de grisogono
1762,dubai,business bay,w residences,,eywa tower
1763,dubai,dubai marina,w residences,,jannah place
1764,sharjah,al majaz,w residences,,al thoraya tower
1765,dubai,dubai marina,w residences,,nuran marina serviced residences
1766,dubai,business bay,w residences,,international business tower
1767,dubai,business bay,w residences,,escape tower
1768,dubai,business bay,w residences,,bay square
1769,dubai,business bay,w residences,,westburry tower 1
1770,dubai,business bay,w residences,,churchill residency
1771,dubai,business bay,w residences,,ontario tower
1772,dubai,business bay,w residences,,merano tower
1773,dubai,business bay,w residences,,scala tower
1774,dubai,business bay,w residences,,prime tower
1775,dubai,dubai marina,w residences,,le royal meridien beach resort 
1776,dubai,dubai marina,w residences,,marina byblos hotel
1777,dubai,dubai marina,w residences,,marinascape
1778,dubai,dubai marina,w residences,,liv lux
1779,dubai,dubai marina,w residences,,marina view hotel apartments
1780,dubai,dubai marina,w residences,,nuran marina serviced residences
1781,dubai,dubai marina,w residences,,habtoor grand residences
1782,dubai,dubai marina,w residences,,liv waterside
1783,dubai,dubai marina,w residences,,orra harbour residences
1784,dubai,dubai marina,w residences,,trident bayside
1785,dubai,business bay,w residences,,opal tower
1786,dubai,dubai marina,w residences,,al habtoor business tower
1787,dubai,dubai marina,w residences,,marina pinnacle
1788,dubai,dubai marina,w residences,,marina sail
1789,dubai,business bay,w residences,,metropolis tower
1790,dubai,business bay,w residences,,damac towers by paramount
1791,dubai,business bay,w residences,,the court tower
1792,dubai,business bay,w residences,,the 9 tower
1793,dubai,business bay,w residences,,bayswater tower
1794,dubai,business bay,w residences,,mbk tower
1795,dubai,business bay,w residences,,u-bora towers
1796,dubai,business bay,w residences,,damac maison majestine
1797,dubai,business bay,w residences,,executive tower b
1798,dubai,business bay,w residences,,sls dubai hotel 
1799,dubai,business bay,w residences,,vera residences
1800,dubai,business bay,w residences,,reva residences
1801,dubai,business bay,w residences,,mayfair tower
1802,dubai,business bay,w residences,,the bay gate
1803,dubai,business bay,w residences,,park lane tower
1804,dubai,business bay,w residences,,the pad
1805,dubai,business bay,w residences,,ag tower
1806,dubai,business bay,w residences,,the vision tower
1807,dubai,business bay,w residences,,the atria
1808,dubai,business bay,w residences,,the cosmopolitan
1809,dubai,business bay,w residences,,bayz by danube
1810,dubai,palm jumeirah,w residences,,marina residence 5
1811,dubai,jumeirah village triangle (jvt),w residences,,magnolia residence
1812,dubai,jumeirah village triangle (jvt),w residences,,plazzo residence
1813,dubai,jumeirah village triangle (jvt),w residences,,jeera v
1814,dubai,dubai marina,w residences,,damac heights
1815,dubai,business bay,w residences,,paramount tower b
1816,dubai,business bay,w residences,,windsor manor
1817,dubai,business bay,w residences,,sol bay
1818,dubai,jumeirah village triangle (jvt),w residences,,las flores residence
1819,dubai,business bay,w residences,,xl tower
1820,dubai,business bay,w residences,,westburry tower
1821,dubai,business bay,w residences,,damac maison bay’s edge
1822,dubai,business bay,w residences,,marquise square
1823,dubai,business bay,w residences,,mag 318
1824,dubai,business bay,w residences,,rove home marasi drive
1825,dubai,business bay,w residences,,volante tower
1826,dubai,business bay,w residences,,safeer tower 2
1827,dubai,business bay,w residences,,u-bora tower 2
1828,dubai,business bay,w residences,,paramount tower c
1829,dubai,business bay,w residences,,avanti tower
1830,dubai,business bay,w residences,,safeer tower 1
1831,dubai,business bay,w residences,,park central
1832,dubai,business bay,w residences,,u-bora tower 1
1833,dubai,al wasl,w residences,,one canal
1834,dubai,al wasl,w residences,,casa canal
1835,dubai,al wasl,w residences,,city walk building 13b
1836,dubai,al wasl,w residences,,building 9
1837,dubai,al wasl,w residences,,the sapphire
1838,dubai,al wasl,w residences,,emarat atrium building
1839,dubai,bur dubai,w residences,,hyatt regency creek height residences
1840,dubai,dubai marina,w residences,,al husn marina
1841,sharjah,al majaz,w residences,,alothman building
1842,dubai,dubai marina,w residences,,intercontinental dubai marina
1843,dubai,dubai marina,w residences,,sparkle towers
1844,dubai,dubai marina,w residences,,princess tower
1845,dubai,dubai marina,w residences,,the jewels
1846,dubai,dubai marina,w residences,,dubai marina towers
1847,dubai,dubai marina,w residences,,marina promenade
1848,dubai,dubai marina,w residences,,marina diamond
1849,dubai,jumeirah lake towers (jlt),w residences,,green lakes tower 1
1850,dubai,business bay,w residences,,clayton residency
1851,dubai,business bay,w residences,,art xv tower
1852,dubai,business bay,w residences,,the residences at business central
1853,dubai,business bay,w residences,,westburry tower 2
1854,dubai,business bay,w residences,,bay square 3
1855,dubai,business bay,w residences,,the sterling
1856,dubai,business bay,w residences,,damac maison canal views
1857,dubai,dubai sports city,w residences,,treppan hotel and suites by fakhruddin
1858,dubai,dubai sports city,w residences,,zenith towers
1859,dubai,dubai sports city,w residences,,zenith tower a1
1860,dubai,dubai sports city,w residences,,royal residence
1861,dubai,dubai sports city,w residences,,azizi grand
1862,dubai,dubai sports city,w residences,,vista by prestige one
1863,dubai,dubai sports city,w residences,,sportz by danube
1864,dubai,dubai sports city,w residences,,eagle heights
1865,dubai,dubai sports city,w residences,,zenith tower a2
1866,dubai,dubai sports city,w residences,,hub golf view apartments
1867,dubai,dubai sports city,w residences,,tennis tower
1868,dubai,dubai sports city,w residences,,fakhruddin hotel apartments
1869,dubai,dubai sports city,w residences,,frankfurt sports tower
1870,dubai,al barsha,w residences,,al murad tower
1871,dubai,dubai maritime city,w residences,,mar casa
1872,dubai,dubai maritime city,w residences,,coral reef by damac
1873,dubai,dubai maritime city,w residences,,nautica one
1874,dubai,dubai maritime city,w residences,,nautica two
1875,dubai,dubai maritime city,w residences,,oceanz by danube
1876,dubai,jumeirah village triangle (jvt),w residences,,jenin building
1877,dubai,dubai marina,w residences,,the torch
1878,dubai,dubai marina,w residences,,marina gate
1879,sharjah,al khan,w residences,,rose tower
1880,dubai,dubai marina,w residences,,manchester tower
1881,dubai,dubai sports city,w residences,,hub canal 1
1882,dubai,dubai sports city,w residences,,the matrix
1883,dubai,dubai sports city,w residences,,elite sports residence
1884,dubai,dubai sports city,w residences,,golf vista heights
1885,dubai,dubai sports city,w residences,,elite 6 sports residence
1886,dubai,dubai sports city,w residences,,elite 4 residence
1887,dubai,dubai sports city,w residences,,royal residence 2
1888,dubai,dubai sports city,w residences,,olympic park 3
1889,dubai,dubai marina,w residences,,cayan tower
1890,dubai,dubai marina,w residences,,zumurud tower
1891,dubai,dubai marina,w residences,,marina heights tower
1892,dubai,dubai sports city,w residences,,bermuda views tower
1893,dubai,dubai sports city,w residences,,elite sports residence 2
1894,dubai,dubai sports city,w residences,,js tower
1895,dubai,dubai sports city,w residences,,olympic park
1896,dubai,dubai sports city,w residences,,canal residence west
1897,dubai,dubai sports city,w residences,,elite sports city residence 8
1898,dubai,dubai marina,w residences,,marina diamond 1
1899,dubai,dubai marina,w residences,,botanica tower
1900,dubai,dubai marina,w residences,,mag 218 tower
1901,dubai,dubai marina,w residences,,sulafa tower
1902,sharjah,al khan,w residences,,cyan beach residence
1903,dubai,dubai marina,w residences,,elite residence
1904,dubai,dubai marina,w residences,,time place
1905,sharjah,al khan,w residences,,jawaher residences
1906,dubai,dubai marina,w residences,,marina wharf 2
1907,sharjah,al khan,w residences,,al waha residence
1908,dubai,dubai marina,w residences,,marina tower
1909,sharjah,al khan,w residences,,danat al khan tower
1910,sharjah,al khan,w residences,,narjes tower
1911,dubai,dubai marina,w residences,,park island
1912,sharjah,al khan,w residences,,al hind tower
1913,dubai,dubai marina,w residences,,emirates crown
1914,dubai,jumeirah lake towers (jlt),w residences,,green lakes tower 1
1915,dubai,dubai sports city,w residences,,arena apartments
1916,dubai,dubai sports city,w residences,,hamza tower
1917,dubai,dubai sports city,w residences,,elite 9 sports residence
1918,dubai,dubai sports city,w residences,,global golf residence 2
1919,dubai,dubai sports city,w residences,,uniestate sports tower
1920,dubai,dubai sports city,w residences,,hub canal 2 tower
1921,dubai,dubai sports city,w residences,,cricket tower
1922,dubai,dubai silicon oasis,w residences,,khan saheb building 2
1923,dubai,dubai silicon oasis,w residences,,sapphire residence
1924,dubai,dubai silicon oasis,w residences,,tulip oasis 1
1925,dubai,dubai silicon oasis,w residences,,la vista residence
1926,dubai,dubai silicon oasis,w residences,,khan saheb building
1927,dubai,dubai marina,w residences,,dec towers
1928,dubai,dubai marina,w residences,,marina wharf 1
1929,sharjah,al khan,w residences,,asas tower
1930,dubai,dubai marina,w residences,,marina park
1931,dubai,dubai marina,w residences,,marina diamond 5
1932,sharjah,al khan,w residences,,palm tower 1
1933,dubai,dubai marina,w residences,,marina crown
1934,sharjah,al khan,w residences,,al anwar tower
1935,dubai,dubai marina,w residences,,skyview tower
1936,dubai,dubai marina,w residences,,marina plaza
1937,sharjah,al khan,w residences,,al rund tower
1938,dubai,dubai marina,w residences,,marina terrace
1939,dubai,dubai marina,w residences,,marina diamond 2
1940,dubai,dubai marina,w residences,,marina quays
1941,dubai,dubai marina,w residences,,continental tower
